编号,精灵名称,来源,习得等级,技能属性,技能名,能耗,类别,威力
NO253,雪顶布鲁斯,精灵技能,LV1,冰,冰爪,2,物攻,80
NO253,雪顶布鲁斯,精灵技能,LV1,冰,霜降,1,状态,0
NO253,雪顶布鲁斯,精灵技能,LV9,普通,先发制人,2,物攻,55
NO253,雪顶布鲁斯,精灵技能,LV11,普通,防御,1,防御,0
NO253,雪顶布鲁斯,精灵技能,LV21,普通,力量增效,1,状态,0
NO253,雪顶布鲁斯,精灵技能,LV23,冰,丢冰块,3,物攻,90
NO253,雪顶布鲁斯,精灵技能,LV26,冰,冰捆缚,3,状态,0
NO253,雪顶布鲁斯,精灵技能,LV33,冰,暴风雪,3,物攻,85
NO253,雪顶布鲁斯,精灵技能,LV35,冰,速冻,4,状态,0
NO253,雪顶布鲁斯,精灵技能,LV38,冰,冰晶坠,4,物攻,90
NO253,雪顶布鲁斯,精灵技能,LV48,冰,瞬间零度,0,状态,0
NO253,雪顶布鲁斯,精灵技能,LV49,冰,滚雪球,3,物攻,55
NO253,雪顶布鲁斯,精灵技能,LV50,冰,冰雹,4,物攻,105
NO253,雪顶布鲁斯,血脉技能,,普通,猛烈撞击,1,物攻,65
NO253,雪顶布鲁斯,血脉技能,,恶,恶能量,1,物攻,60
NO253,雪顶布鲁斯,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO253,雪顶布鲁斯,血脉技能,,电,球状闪电,1,物攻,60
NO253,雪顶布鲁斯,血脉技能,,武,缠丝劲,1,物攻,25
NO253,雪顶布鲁斯,血脉技能,,火,火焰冲锋,1,物攻,60
NO253,雪顶布鲁斯,血脉技能,,幽,灵媒,3,魔攻,100
NO253,雪顶布鲁斯,血脉技能,,草,花香,1,魔攻,60
NO253,雪顶布鲁斯,血脉技能,,冰,冷风,1,魔攻,60
NO253,雪顶布鲁斯,血脉技能,,虫,噬心,1,物攻,60
NO253,雪顶布鲁斯,血脉技能,,光,透射,1,物攻,60
NO253,雪顶布鲁斯,血脉技能,,机械,械斗,1,物攻,45
NO253,雪顶布鲁斯,血脉技能,,萌,碰爪,1,物攻,60
NO253,雪顶布鲁斯,血脉技能,,幻,星云漩涡,1,物攻,60
NO253,雪顶布鲁斯,血脉技能,,地,跺地,2,物攻,80
NO253,雪顶布鲁斯,血脉技能,,毒,毒沼,2,物攻,80
NO253,雪顶布鲁斯,血脉技能,,水,泡沫,1,物攻,60
NO253,雪顶布鲁斯,血脉技能,,翼,风矢,2,物攻,80
NO253,雪顶布鲁斯,可学技能石,,机械,主轴,2,物攻,75
NO253,雪顶布鲁斯,可学技能石,,普通,倾泻,3,魔攻,70
NO253,雪顶布鲁斯,可学技能石,,普通,偷袭,3,物攻,85
NO253,雪顶布鲁斯,可学技能石,,恶,力量吞噬,4,状态,0
NO253,雪顶布鲁斯,可学技能石,,普通,取念,0,状态,0
NO253,雪顶布鲁斯,可学技能石,,恶,撕咬,3,物攻,30
NO253,雪顶布鲁斯,可学技能石,,普通,晒太阳,1,状态,0
NO253,雪顶布鲁斯,可学技能石,,恶,暗突袭,4,物攻,70
NO253,雪顶布鲁斯,可学技能石,,普通,有效预防,1,防御,0
NO253,雪顶布鲁斯,可学技能石,,普通,热身运动,2,状态,0
NO253,雪顶布鲁斯,可学技能石,,普通,精神扰乱,0,状态,0
NO253,雪顶布鲁斯,可学技能石,,地,落石,1,物攻,55
NO253,雪顶布鲁斯,可学技能石,,普通,连续爪击,2,物攻,30
NO253,雪顶布鲁斯,可学技能石,,恶,迫害,0,物攻,40
NO254,冰钻布鲁斯,精灵技能,LV1,冰,冰爪,2,物攻,80
NO254,冰钻布鲁斯,精灵技能,LV1,冰,霜降,1,状态,0
NO254,冰钻布鲁斯,精灵技能,LV9,普通,先发制人,2,物攻,55
NO254,冰钻布鲁斯,精灵技能,LV11,普通,防御,1,防御,0
NO254,冰钻布鲁斯,精灵技能,LV21,普通,力量增效,1,状态,0
NO254,冰钻布鲁斯,精灵技能,LV23,冰,丢冰块,3,物攻,90
NO254,冰钻布鲁斯,精灵技能,LV26,冰,冰捆缚,3,状态,0
NO254,冰钻布鲁斯,精灵技能,LV33,冰,暴风雪,3,物攻,85
NO254,冰钻布鲁斯,精灵技能,LV35,冰,速冻,4,状态,0
NO254,冰钻布鲁斯,精灵技能,LV38,冰,冰晶坠,4,物攻,90
NO254,冰钻布鲁斯,精灵技能,LV48,冰,瞬间零度,0,状态,0
NO254,冰钻布鲁斯,精灵技能,LV49,冰,滚雪球,3,物攻,55
NO254,冰钻布鲁斯,精灵技能,LV50,冰,冰雹,4,物攻,105
NO254,冰钻布鲁斯,血脉技能,,普通,猛烈撞击,1,物攻,65
NO254,冰钻布鲁斯,血脉技能,,恶,恶能量,1,物攻,60
NO254,冰钻布鲁斯,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO254,冰钻布鲁斯,血脉技能,,电,球状闪电,1,物攻,60
NO254,冰钻布鲁斯,血脉技能,,武,缠丝劲,1,物攻,25
NO254,冰钻布鲁斯,血脉技能,,火,火焰冲锋,1,物攻,60
NO254,冰钻布鲁斯,血脉技能,,幽,灵媒,3,魔攻,100
NO254,冰钻布鲁斯,血脉技能,,草,花香,1,魔攻,60
NO254,冰钻布鲁斯,血脉技能,,冰,冷风,1,魔攻,60
NO254,冰钻布鲁斯,血脉技能,,虫,噬心,1,物攻,60
NO254,冰钻布鲁斯,血脉技能,,光,透射,1,物攻,60
NO254,冰钻布鲁斯,血脉技能,,机械,械斗,1,物攻,45
NO254,冰钻布鲁斯,血脉技能,,萌,碰爪,1,物攻,60
NO254,冰钻布鲁斯,血脉技能,,幻,星云漩涡,1,物攻,60
NO254,冰钻布鲁斯,血脉技能,,地,跺地,2,物攻,80
NO254,冰钻布鲁斯,血脉技能,,毒,毒沼,2,物攻,80
NO254,冰钻布鲁斯,血脉技能,,水,泡沫,1,物攻,60
NO254,冰钻布鲁斯,血脉技能,,翼,风矢,2,物攻,80
NO254,冰钻布鲁斯,可学技能石,,机械,主轴,2,物攻,75
NO254,冰钻布鲁斯,可学技能石,,普通,倾泻,3,魔攻,70
NO254,冰钻布鲁斯,可学技能石,,普通,偷袭,3,物攻,85
NO254,冰钻布鲁斯,可学技能石,,恶,力量吞噬,4,状态,0
NO254,冰钻布鲁斯,可学技能石,,普通,取念,0,状态,0
NO254,冰钻布鲁斯,可学技能石,,恶,撕咬,3,物攻,30
NO254,冰钻布鲁斯,可学技能石,,普通,晒太阳,1,状态,0
NO254,冰钻布鲁斯,可学技能石,,恶,暗突袭,4,物攻,70
NO254,冰钻布鲁斯,可学技能石,,普通,有效预防,1,防御,0
NO254,冰钻布鲁斯,可学技能石,,普通,热身运动,2,状态,0
NO254,冰钻布鲁斯,可学技能石,,普通,精神扰乱,0,状态,0
NO254,冰钻布鲁斯,可学技能石,,地,落石,1,物攻,55
NO254,冰钻布鲁斯,可学技能石,,普通,连续爪击,2,物攻,30
NO254,冰钻布鲁斯,可学技能石,,恶,迫害,0,物攻,40
NO255,治愈兔,精灵技能,LV1,火,热气,0,魔攻,40
NO255,治愈兔,精灵技能,LV1,火,引燃,2,状态,0
NO255,治愈兔,精灵技能,LV1,萌,飞吻,2,魔攻,80
NO255,治愈兔,精灵技能,LV2,火,火爪,1,魔攻,60
NO255,治愈兔,精灵技能,LV10,普通,防御,1,防御,0
NO255,治愈兔,精灵技能,LV12,萌,示弱,1,状态,0
NO255,治愈兔,精灵技能,LV17,萌,撒娇,3,魔攻,30
NO255,治愈兔,精灵技能,LV23,火,焚烧烙印,3,状态,0
NO255,治愈兔,精灵技能,LV25,萌,赤子之心,2,状态,0
NO255,治愈兔,精灵技能,LV32,萌,破罐破摔,3,魔攻,80
NO255,治愈兔,精灵技能,LV34,火,天火,3,状态,0
NO255,治愈兔,精灵技能,LV49,火,易燃物质,3,魔攻,30
NO255,治愈兔,精灵技能,LV50,火,爆裂飞弹,7,魔攻,160
NO255,治愈兔,血脉技能,,普通,星星撞击,2,魔攻,90
NO255,治愈兔,血脉技能,,恶,贪婪,2,状态,0
NO255,治愈兔,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO255,治愈兔,血脉技能,,电,麻痹,2,状态,0
NO255,治愈兔,血脉技能,,武,化劲,2,状态,0
NO255,治愈兔,血脉技能,,火,火焰箭,2,物攻,80
NO255,治愈兔,血脉技能,,幽,灵媒,3,魔攻,100
NO255,治愈兔,血脉技能,,草,徒长,2,状态,0
NO255,治愈兔,血脉技能,,冰,霜降,1,状态,0
NO255,治愈兔,血脉技能,,虫,假寐,2,状态,0
NO255,治愈兔,血脉技能,,光,虹光冲击,3,魔攻,100
NO255,治愈兔,血脉技能,,机械,金属噪音,3,魔攻,100
NO255,治愈兔,血脉技能,,萌,魅惑,1,魔攻,60
NO255,治愈兔,血脉技能,,幻,超维投射,4,状态,0
NO255,治愈兔,血脉技能,,地,泥浆铠甲,2,状态,0
NO255,治愈兔,血脉技能,,毒,毒孢子,3,状态,0
NO255,治愈兔,血脉技能,,水,蓄水,1,状态,0
NO255,治愈兔,血脉技能,,翼,羽化加速,2,状态,0
NO255,治愈兔,可学技能石,,火,充分燃烧,3,状态,0
NO255,治愈兔,可学技能石,,普通,复写,0,状态,0
NO255,治愈兔,可学技能石,,光,天光,3,魔攻,95
NO255,治愈兔,可学技能石,,普通,应激反应,2,状态,0
NO255,治愈兔,可学技能石,,普通,摇篮曲,5,状态,0
NO255,治愈兔,可学技能石,,普通,无畏之心,5,防御,0
NO255,治愈兔,可学技能石,,普通,晒太阳,1,状态,0
NO255,治愈兔,可学技能石,,光,漫反射,1,状态,0
NO255,治愈兔,可学技能石,,火,火焰护盾,2,防御,0
NO255,治愈兔,可学技能石,,火,烈焰风暴,4,魔攻,75
NO255,治愈兔,可学技能石,,萌,生日蛋糕,4,状态,0
NO255,治愈兔,可学技能石,,普通,退化,2,状态,0
NO255,治愈兔,可学技能石,,火,除厄,2,魔攻,60
NO255,治愈兔,可学技能石,,普通,魔法增效,0,状态,0
NO256,红丝绒,精灵技能,LV1,火,热气,0,魔攻,40
NO256,红丝绒,精灵技能,LV1,火,引燃,2,状态,0
NO256,红丝绒,精灵技能,LV1,萌,飞吻,2,魔攻,80
NO256,红丝绒,精灵技能,LV2,火,火爪,1,魔攻,60
NO256,红丝绒,精灵技能,LV10,普通,防御,1,防御,0
NO256,红丝绒,精灵技能,LV12,萌,示弱,1,状态,0
NO256,红丝绒,精灵技能,LV17,萌,撒娇,3,魔攻,30
NO256,红丝绒,精灵技能,LV23,火,焚烧烙印,3,状态,0
NO256,红丝绒,精灵技能,LV25,萌,赤子之心,2,状态,0
NO256,红丝绒,精灵技能,LV32,萌,破罐破摔,3,魔攻,80
NO256,红丝绒,精灵技能,LV34,火,天火,3,状态,0
NO256,红丝绒,精灵技能,LV49,火,易燃物质,3,魔攻,30
NO256,红丝绒,精灵技能,LV50,火,爆裂飞弹,7,魔攻,160
NO256,红丝绒,血脉技能,,普通,星星撞击,2,魔攻,90
NO256,红丝绒,血脉技能,,恶,贪婪,2,状态,0
NO256,红丝绒,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO256,红丝绒,血脉技能,,电,麻痹,2,状态,0
NO256,红丝绒,血脉技能,,武,化劲,2,状态,0
NO256,红丝绒,血脉技能,,火,火焰箭,2,物攻,80
NO256,红丝绒,血脉技能,,幽,灵媒,3,魔攻,100
NO256,红丝绒,血脉技能,,草,徒长,2,状态,0
NO256,红丝绒,血脉技能,,冰,霜降,1,状态,0
NO256,红丝绒,血脉技能,,虫,假寐,2,状态,0
NO256,红丝绒,血脉技能,,光,虹光冲击,3,魔攻,100
NO256,红丝绒,血脉技能,,机械,金属噪音,3,魔攻,100
NO256,红丝绒,血脉技能,,萌,魅惑,1,魔攻,60
NO256,红丝绒,血脉技能,,幻,超维投射,4,状态,0
NO256,红丝绒,血脉技能,,地,泥浆铠甲,2,状态,0
NO256,红丝绒,血脉技能,,毒,毒孢子,3,状态,0
NO256,红丝绒,血脉技能,,水,蓄水,1,状态,0
NO256,红丝绒,血脉技能,,翼,羽化加速,2,状态,0
NO256,红丝绒,可学技能石,,火,充分燃烧,3,状态,0
NO256,红丝绒,可学技能石,,普通,复写,0,状态,0
NO256,红丝绒,可学技能石,,光,天光,3,魔攻,95
NO256,红丝绒,可学技能石,,普通,应激反应,2,状态,0
NO256,红丝绒,可学技能石,,普通,摇篮曲,5,状态,0
NO256,红丝绒,可学技能石,,普通,无畏之心,5,防御,0
NO256,红丝绒,可学技能石,,普通,晒太阳,1,状态,0
NO256,红丝绒,可学技能石,,光,漫反射,1,状态,0
NO256,红丝绒,可学技能石,,火,火焰护盾,2,防御,0
NO256,红丝绒,可学技能石,,火,烈焰风暴,4,魔攻,75
NO256,红丝绒,可学技能石,,萌,生日蛋糕,4,状态,0
NO256,红丝绒,可学技能石,,普通,退化,2,状态,0
NO256,红丝绒,可学技能石,,火,除厄,2,魔攻,60
NO256,红丝绒,可学技能石,,普通,魔法增效,0,状态,0
NO257,红绒十字,精灵技能,LV1,火,热气,0,魔攻,40
NO257,红绒十字,精灵技能,LV1,火,引燃,2,状态,0
NO257,红绒十字,精灵技能,LV1,萌,飞吻,2,魔攻,80
NO257,红绒十字,精灵技能,LV2,火,火爪,1,魔攻,60
NO257,红绒十字,精灵技能,LV10,普通,防御,1,防御,0
NO257,红绒十字,精灵技能,LV12,萌,示弱,1,状态,0
NO257,红绒十字,精灵技能,LV17,萌,撒娇,3,魔攻,30
NO257,红绒十字,精灵技能,LV23,火,焚烧烙印,3,状态,0
NO257,红绒十字,精灵技能,LV25,萌,赤子之心,2,状态,0
NO257,红绒十字,精灵技能,LV32,萌,破罐破摔,3,魔攻,80
NO257,红绒十字,精灵技能,LV34,火,天火,3,状态,0
NO257,红绒十字,精灵技能,LV49,火,易燃物质,3,魔攻,30
NO257,红绒十字,精灵技能,LV50,火,爆裂飞弹,7,魔攻,160
NO257,红绒十字,血脉技能,,普通,星星撞击,2,魔攻,90
NO257,红绒十字,血脉技能,,恶,贪婪,2,状态,0
NO257,红绒十字,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO257,红绒十字,血脉技能,,电,麻痹,2,状态,0
NO257,红绒十字,血脉技能,,武,化劲,2,状态,0
NO257,红绒十字,血脉技能,,火,火焰箭,2,物攻,80
NO257,红绒十字,血脉技能,,幽,灵媒,3,魔攻,100
NO257,红绒十字,血脉技能,,草,徒长,2,状态,0
NO257,红绒十字,血脉技能,,冰,霜降,1,状态,0
NO257,红绒十字,血脉技能,,虫,假寐,2,状态,0
NO257,红绒十字,血脉技能,,光,虹光冲击,3,魔攻,100
NO257,红绒十字,血脉技能,,机械,金属噪音,3,魔攻,100
NO257,红绒十字,血脉技能,,萌,魅惑,1,魔攻,60
NO257,红绒十字,血脉技能,,幻,超维投射,4,状态,0
NO257,红绒十字,血脉技能,,地,泥浆铠甲,2,状态,0
NO257,红绒十字,血脉技能,,毒,毒孢子,3,状态,0
NO257,红绒十字,血脉技能,,水,蓄水,1,状态,0
NO257,红绒十字,血脉技能,,翼,羽化加速,2,状态,0
NO257,红绒十字,可学技能石,,火,充分燃烧,3,状态,0
NO257,红绒十字,可学技能石,,普通,复写,0,状态,0
NO257,红绒十字,可学技能石,,光,天光,3,魔攻,95
NO257,红绒十字,可学技能石,,普通,应激反应,2,状态,0
NO257,红绒十字,可学技能石,,普通,摇篮曲,5,状态,0
NO257,红绒十字,可学技能石,,普通,无畏之心,5,防御,0
NO257,红绒十字,可学技能石,,普通,晒太阳,1,状态,0
NO257,红绒十字,可学技能石,,光,漫反射,1,状态,0
NO257,红绒十字,可学技能石,,火,火焰护盾,2,防御,0
NO257,红绒十字,可学技能石,,火,烈焰风暴,4,魔攻,75
NO257,红绒十字,可学技能石,,萌,生日蛋糕,4,状态,0
NO257,红绒十字,可学技能石,,普通,退化,2,状态,0
NO257,红绒十字,可学技能石,,火,除厄,2,魔攻,60
NO257,红绒十字,可学技能石,,普通,魔法增效,0,状态,0
NO258,乌达,精灵技能,LV1,火,炎息,0,物攻,40
NO258,乌达,精灵技能,LV1,恶,诋毁,2,物攻,80
NO258,乌达,精灵技能,LV8,恶,贪婪,2,状态,0
NO258,乌达,精灵技能,LV9,普通,力量增效,1,状态,0
NO258,乌达,精灵技能,LV13,普通,当头棒喝,3,物攻,80
NO258,乌达,精灵技能,LV16,火,怒火,1,状态,0
NO258,乌达,精灵技能,LV23,火,流星火雨,3,物攻,75
NO258,乌达,精灵技能,LV25,恶,恶意逃离,1,状态,0
NO258,乌达,精灵技能,LV27,火,火焰切割,3,物攻,100
NO258,乌达,精灵技能,LV34,恶,趁火打劫,3,物攻,35
NO258,乌达,精灵技能,LV35,恶,极限撕裂,4,物攻,135
NO258,乌达,精灵技能,LV37,火,闪燃,1,物攻,40
NO258,乌达,精灵技能,LV38,恶,暗突袭,4,物攻,70
NO258,乌达,血脉技能,,普通,星星撞击,2,魔攻,90
NO258,乌达,血脉技能,,恶,恶能量,1,物攻,60
NO258,乌达,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO258,乌达,血脉技能,,电,球状闪电,1,物攻,60
NO258,乌达,血脉技能,,武,缠丝劲,1,物攻,25
NO258,乌达,血脉技能,,火,火焰箭,2,物攻,80
NO258,乌达,血脉技能,,幽,灵媒,3,魔攻,100
NO258,乌达,血脉技能,,草,花香,1,魔攻,60
NO258,乌达,血脉技能,,冰,冰爪,2,物攻,80
NO258,乌达,血脉技能,,虫,噬心,1,物攻,60
NO258,乌达,血脉技能,,光,透射,1,物攻,60
NO258,乌达,血脉技能,,机械,械斗,1,物攻,45
NO258,乌达,血脉技能,,萌,碰爪,1,物攻,60
NO258,乌达,血脉技能,,幻,星云漩涡,1,物攻,60
NO258,乌达,血脉技能,,地,跺地,2,物攻,80
NO258,乌达,血脉技能,,毒,毒沼,2,物攻,80
NO258,乌达,血脉技能,,水,泡沫,1,物攻,60
NO258,乌达,血脉技能,,翼,鹰爪,1,物攻,60
NO258,乌达,可学技能石,,普通,伺机而动,1,状态,0
NO258,乌达,可学技能石,,恶,力量吞噬,4,状态,0
NO258,乌达,可学技能石,,武,反击拳,2,物攻,25
NO258,乌达,可学技能石,,普通,取念,0,状态,0
NO258,乌达,可学技能石,,武,崩拳,2,物攻,65
NO258,乌达,可学技能石,,普通,快速移动,1,状态,0
NO258,乌达,可学技能石,,武,提气,4,状态,0
NO258,乌达,可学技能石,,普通,气势一击,3,物攻,80
NO258,乌达,可学技能石,,普通,热身运动,2,状态,0
NO258,乌达,可学技能石,,恶,跌落,3,物攻,120
NO258,乌达,可学技能石,,普通,连续爪击,2,物攻,30
NO258,乌达,可学技能石,,普通,防御,1,防御,0
NO258,乌达,可学技能石,,翼,风矢,2,物攻,80
NO259,迷你乌,精灵技能,LV1,火,炎息,0,物攻,40
NO259,迷你乌,精灵技能,LV1,恶,诋毁,2,物攻,80
NO259,迷你乌,精灵技能,LV8,恶,贪婪,2,状态,0
NO259,迷你乌,精灵技能,LV9,普通,力量增效,1,状态,0
NO259,迷你乌,精灵技能,LV13,普通,当头棒喝,3,物攻,80
NO259,迷你乌,精灵技能,LV16,火,怒火,1,状态,0
NO259,迷你乌,精灵技能,LV23,火,流星火雨,3,物攻,75
NO259,迷你乌,精灵技能,LV25,恶,恶意逃离,1,状态,0
NO259,迷你乌,精灵技能,LV27,火,火焰切割,3,物攻,100
NO259,迷你乌,精灵技能,LV34,恶,趁火打劫,3,物攻,35
NO259,迷你乌,精灵技能,LV35,恶,极限撕裂,4,物攻,135
NO259,迷你乌,精灵技能,LV37,火,闪燃,1,物攻,40
NO259,迷你乌,精灵技能,LV38,恶,暗突袭,4,物攻,70
NO259,迷你乌,血脉技能,,普通,星星撞击,2,魔攻,90
NO259,迷你乌,血脉技能,,恶,恶能量,1,物攻,60
NO259,迷你乌,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO259,迷你乌,血脉技能,,电,球状闪电,1,物攻,60
NO259,迷你乌,血脉技能,,武,缠丝劲,1,物攻,25
NO259,迷你乌,血脉技能,,火,火焰箭,2,物攻,80
NO259,迷你乌,血脉技能,,幽,灵媒,3,魔攻,100
NO259,迷你乌,血脉技能,,草,花香,1,魔攻,60
NO259,迷你乌,血脉技能,,冰,冰爪,2,物攻,80
NO259,迷你乌,血脉技能,,虫,噬心,1,物攻,60
NO259,迷你乌,血脉技能,,光,透射,1,物攻,60
NO259,迷你乌,血脉技能,,机械,械斗,1,物攻,45
NO259,迷你乌,血脉技能,,萌,碰爪,1,物攻,60
NO259,迷你乌,血脉技能,,幻,星云漩涡,1,物攻,60
NO259,迷你乌,血脉技能,,地,跺地,2,物攻,80
NO259,迷你乌,血脉技能,,毒,毒沼,2,物攻,80
NO259,迷你乌,血脉技能,,水,泡沫,1,物攻,60
NO259,迷你乌,血脉技能,,翼,鹰爪,1,物攻,60
NO259,迷你乌,可学技能石,,普通,伺机而动,1,状态,0
NO259,迷你乌,可学技能石,,恶,力量吞噬,4,状态,0
NO259,迷你乌,可学技能石,,武,反击拳,2,物攻,25
NO259,迷你乌,可学技能石,,普通,取念,0,状态,0
NO259,迷你乌,可学技能石,,武,崩拳,2,物攻,65
NO259,迷你乌,可学技能石,,普通,快速移动,1,状态,0
NO259,迷你乌,可学技能石,,武,提气,4,状态,0
NO259,迷你乌,可学技能石,,普通,气势一击,3,物攻,80
NO259,迷你乌,可学技能石,,普通,热身运动,2,状态,0
NO259,迷你乌,可学技能石,,恶,跌落,3,物攻,120
NO259,迷你乌,可学技能石,,普通,连续爪击,2,物攻,30
NO259,迷你乌,可学技能石,,普通,防御,1,防御,0
NO259,迷你乌,可学技能石,,翼,风矢,2,物攻,80
NO260,乌拉塔,精灵技能,LV1,火,炎息,0,物攻,40
NO260,乌拉塔,精灵技能,LV1,恶,诋毁,2,物攻,80
NO260,乌拉塔,精灵技能,LV8,恶,贪婪,2,状态,0
NO260,乌拉塔,精灵技能,LV9,普通,力量增效,1,状态,0
NO260,乌拉塔,精灵技能,LV13,普通,当头棒喝,3,物攻,80
NO260,乌拉塔,精灵技能,LV16,火,怒火,1,状态,0
NO260,乌拉塔,精灵技能,LV23,火,流星火雨,3,物攻,75
NO260,乌拉塔,精灵技能,LV25,恶,恶意逃离,1,状态,0
NO260,乌拉塔,精灵技能,LV27,火,火焰切割,3,物攻,100
NO260,乌拉塔,精灵技能,LV34,恶,趁火打劫,3,物攻,35
NO260,乌拉塔,精灵技能,LV35,恶,极限撕裂,4,物攻,135
NO260,乌拉塔,精灵技能,LV37,火,闪燃,1,物攻,40
NO260,乌拉塔,精灵技能,LV38,恶,暗突袭,4,物攻,70
NO260,乌拉塔,血脉技能,,普通,星星撞击,2,魔攻,90
NO260,乌拉塔,血脉技能,,恶,恶能量,1,物攻,60
NO260,乌拉塔,血脉技能,,龙,升龙咆哮,3,魔攻,200
NO260,乌拉塔,血脉技能,,电,球状闪电,1,物攻,60
NO260,乌拉塔,血脉技能,,武,缠丝劲,1,物攻,25
NO260,乌拉塔,血脉技能,,火,火焰箭,2,物攻,80
NO260,乌拉塔,血脉技能,,幽,灵媒,3,魔攻,100
NO260,乌拉塔,血脉技能,,草,花香,1,魔攻,60
NO260,乌拉塔,血脉技能,,冰,冰爪,2,物攻,80
NO260,乌拉塔,血脉技能,,虫,噬心,1,物攻,60
NO260,乌拉塔,血脉技能,,光,透射,1,物攻,60
NO260,乌拉塔,血脉技能,,机械,械斗,1,物攻,45
NO260,乌拉塔,血脉技能,,萌,碰爪,1,物攻,60
NO260,乌拉塔,血脉技能,,幻,星云漩涡,1,物攻,60
NO260,乌拉塔,血脉技能,,地,跺地,2,物攻,80
NO260,乌拉塔,血脉技能,,毒,毒沼,2,物攻,80
NO260,乌拉塔,血脉技能,,水,泡沫,1,物攻,60
NO260,乌拉塔,血脉技能,,翼,鹰爪,1,物攻,60
NO260,乌拉塔,可学技能石,,普通,伺机而动,1,状态,0
NO260,乌拉塔,可学技能石,,恶,力量吞噬,4,状态,0
NO260,乌拉塔,可学技能石,,武,反击拳,2,物攻,25
NO260,乌拉塔,可学技能石,,普通,取念,0,状态,0
NO260,乌拉塔,可学技能石,,武,崩拳,2,物攻,65
NO260,乌拉塔,可学技能石,,普通,快速移动,1,状态,0
NO260,乌拉塔,可学技能石,,武,提气,4,状态,0
NO260,乌拉塔,可学技能石,,普通,气势一击,3,物攻,80
NO260,乌拉塔,可学技能石,,普通,热身运动,2,状态,0
